,Count,Type
http://www.caaquebec.com/Automobile/TrucsConseils/CapsulesConseilsDetail.htm?lang=en&tipsid=a1e55ecb-258f-4fe8-8f6a-e2a02fa18578&highlightpostinginnavigation=e9bd5b34-6be2-4215-bbfc-325c6a343acf,1,Blog
http://www.caaquebec.com/fr/automobile/esprit_tranquille.asp,1,Blog
https://www.caaquebec.com/fr/actualite/nouvelles/article/prix-dune-voiture-electrique-vs-a-essence-vous-pourriez-etre-surpris/,1,Campaign
https://www.caaquebec.com/en/caa-dollars-and-discounts/earn-caa-dollars/,1,Partnership
https://www.caaquebec.com/fr/sur-la-route/interets-publics/mobilite-durable/bornes-de-recharge-publiques-pour-voitures-electriques/,1,Product
https://www.caaquebec.com/fr/auto/conseils/capsules-conseils/conseil/show/sujet/quoi-faire-avec-votre-voiture-en-pleine-crise-de-la-covid-19/,1,Blog
http://www.caaquebec.com/en/automobile/carburant_conseils.asp,1,Blog
https://www.caaquebec.com/en/at-home/advice/tips-and-tricks/tip-and-trick/show/sujet/household-water-consumption-maison-ecoleau/,1,Blog
https://www.caaquebec.com/en/on-the-road/guides/buying-or-leasing-my-car/maintenance-when-and-how/,1,Blog
https://www.caaquebec.com/fr/auto/conseils/capsules-conseils/conseil/show/sujet/preparer-sa-voiture-pour-lhiver/,1,Blog
https://www.caaquebec.com/fr/sur-la-route/services/mediation-en-cas-de-differend-avec-un-commercant/entente-avec-lamvoq/,1,Campaign
https://www.caaquebec.com/fileadmin/documents/PDF/Sur_la_route/Couts_utilisation/2013_CAA_Driving_Costs_French.pdf,1,Campaign
https://www.caaquebec.com/fr/pour-vos-assurances/assurance-voyage/assurance-voyage-canadream,1,Product
https://www.caaquebec.com/en/news/news/article/caa-quebec-charges-electric-vehicles-on-the-road-1/,1,Campaign
https://www.caaquebec.com/index.php?id=7611,1,Campaign
http://www.caaquebec.com/Accueil/?lang=en,1,Product
https://www.caaquebec.com/fr/sur-la-route/services/estimation-de-la-valeur-dun-vehicule-doccasion/,1,Campaign
https://www.caaquebec.com/en/at-home/guides/reshingling-your-roof/evaluating-the-condition-of-your-roof/,1,Blog
https://www.caaquebec.com/fr/a-la-maison/conseils/capsules-conseils/conseil/show/sujet/bien-choisir-votre-cloture-et-linstaller/,1,Blog
http://www.caaquebec.com/infoessence/fr/,1,Tool
https://www.caaquebec.com/en/news/news/article/le-formulaire-8840-un-essentiel-apres-plusieurs-longs-sejours-aux-etats-unis/,1,Campaign
https://www.caaquebec.com/fr/actualite/communiques-de-presse/article/conduite-avec-les-facultes-affaiblies-plus-de-6000-pour-une-1re-condamnation/,1,Campaign
https://www.caaquebec.com/en/news/news/article/canadians-unclear-about-true-cost-of-owning-a-vehicle/,1,Campaign
https://www.caaquebec.com/en/for-your-travels/air-travel-rights-and-recourse,1,Blog
http://www.caaquebec.com/AProposDeNous/Hotels-Restaurants-Recommandes/?lang=en,1,Campaign
https://www.caaquebec.com/fileadmin/documents/PDF/Sur_la_route/Securite_routiere/Pneus_dhiver_en_ete_Version_finale_Septembre_2008.pdf,1,Campaign
https://www.caaquebec.com/en/at-home/advice/tips-and-tricks/tip-and-trick/show/sujet/dead-leaves-a-useful-natural-resource/,1,Blog
https://www.caaquebec.com/en/on-the-road/advice/tips-and-tricks/tip-and-trick/show/sujet/the-winter-tire-exemption-practical-in-many-cases/,1,Blog
https://www.caaquebec.com/fr/sur-la-route/interets-publics/les-pires-routes/palmares-2021-par-regions/,1,Campaign
http://www.caaquebec.com/fr/automobile/no_fault.asp,1,Blog
https://www.caaquebec.com/en/on-the-road/advice/tips-and-tricks/tip-and-trick/show/sujet/hydroplaning-a-tricky-situation/,1,Blog
http://www.caaquebec.com/nids/en/nids.asp,1,Campaign
http://www.caaquebec.com/DocumentLibrary/UploadedContents/RoadTestAttachment/2002InfI35_0.pdf,1,Campaign
https://www.caaquebec.com/en/for-your-insurance/tips/tips-and-tricks/sujet/cancer-and-travel-insurance-can-you-get-coverage/,1,Blog
https://www.caaquebec.com/fr/a-la-maison/guides/guide-pour-une-maison-en-sante/les-produits-toxiques/,1,Blog
https://www.caaquebec.com/fileadmin/documents/PDF/Magazine_CAA-Quebec/Magazine_CAA_Quebec_Summer_2017_EN.pdf,1,Campaign
http://www.caaquebec.com/Voyage,1,Tool
https://www.caaquebec.com/en/on-the-road/advice/tips-and-tricks/tip-and-trick/show/sujet/winter-driving-tips/,1,Blog
https://www.caaquebec.com/fileadmin/documents/PDF/Sur_la_route/Securite_routiere/GuidePratiqueAines2.pdf,1,Campaign
https://www.caaquebec.com/fr/a-la-maison/conseils/capsules-conseils/conseil/show/sujet/le-clapet-anti-retour-un-aller-simple-pour-les-eaux-usees/,1,Blog
http://www.caaquebec.com/AProposDeNous/GrandsDossiers/SubstitutEssence.htm?lang=en,1,Blog
https://www.caaquebec.com/fr/a-la-maison/conseils/capsules-conseils/conseil/show/sujet/comment-choisir-un-exterminateur/,1,Blog
https://www.caaquebec.com/en/news/news/article/une-etude-et-un-palmares-pour-contrer-la-rouille/,1,Campaign
http://www.caaquebec.com/nids/fr/nids.asp?action=retour,1,Campaign
https://www.caaquebec.com/en/at-home/guides/reshingling-your-roof/evaluating-the-condition-of-your-roof,1,Blog
https://www.caaquebec.com/en/terms-for-the-use-of-this-website/,1,Product
https://www.caaquebec.com/en/at-home/advice/tips-and-tricks/tip-and-trick/show/sujet/blue-green-algae-clear-solutions-for-troubled-waters/,1,Blog
https://www.caaquebec.com/fr/rabais-et-dollars-caa/trouver-des-rabais/couche-tard/,1,Product
https://www.caaquebec.com/fr/a-la-maison/conseils/capsules-conseils/conseil/show/sujet/achat-ou-location-dun-abri-dauto-installation-et-entretien/,1,Blog
https://www.caaquebec.com/en/on-the-road/advice/tips-and-tricks/tip-and-trick/show/sujet/sticking-accelerator-pedal-safety-tips-reminder/,1,Blog
https://www.caaquebec.com/fr/emplois/pourquoi-caa-quebec/,1,Product
http://www.caaquebec.com/Nouvelles/CommuniquesDePresse/CommuniquesPresseDetail.htm?lang=en&ID=686d224a-92ca-4d8e-a58c-c5b14cd6c843,1,Campaign
https://www.caaquebec.com/fr/auto/conseils/capsules-conseils/conseil/show/sujet/peut-on-depasser-un-cycliste/,1,Blog
https://www.caaquebec.com/fr/auto/conseils/capsules-conseils/conseil/show/sujet/chauffe-moteur-soyez-branche/,1,Blog
https://www.caaquebec.com/en/at-home/advice/tips-and-tricks/tip-and-trick/show/sujet/10-tips-for-selling-your-home-fast/,1,Blog
https://www.caaquebec.com/fr/a-la-maison/conseils/capsules-conseils/conseil/show/sujet/votre-maison-manque-t-elle-dair-de-compensation-1/,1,Blog
https://www.caaquebec.com/en/for-your-insurance/tips/tips-and-tricks/sujet/do-you-need-trip-cancellation-and-interruption-insurance/,1,Blog
https://www.caaquebec.com/fr/a-la-maison/conseils/capsules-conseils/conseil/show/sujet/louverture-dune-piscine-en-7-etapes/,1,Blog
https://www.caaquebec.com/fr/actualite/communiques-de-presse/article/des-vacances-sous-le-signe-de-la-sagesse-confirme-le-sondage-dintentions-de-vacances-de-caa-quebec/,1,Campaign
https://www.caaquebec.com/fr/auto/conseils/capsules-conseils/conseil/show/sujet/les-odeurs-nocives-dun-vehicule-neuf/,1,Blog
https://www.caaquebec.com/fr/auto/conseils/capsules-conseils/conseil/show/sujet/quelle-duree-de-vie-pour-la-batterie-de-votre-vehicule-electrique/,1,Blog
https://www.caaquebec.com/fr/sur-la-route/conseils/outils-et-references/garantie-des-vehicules-neufs/garanties-des-vehicules-neufs-2019/,1,Blog
http://www.caaquebec.com/Voyage/MagasinezEtReservez/Promotions/Offrez-vous-Europe.htm?lang=fr,1,Campaign
https://www.caaquebec.com/fr/auto/conseils/capsules-conseils/conseil/show/sujet/vous-achetez-une-voiture-passez-dabord-a-linspection/,1,Blog
https://www.caaquebec.com/fr/auto/conseils/capsules-conseils/conseil/show/sujet/rouler-avec-des-pneus-dhiver-en-ete-un-pari-risque/,1,Blog
http://www.caaquebec.com/Automobile/InspectionEvaluationVehicules/Centre-Verification-Technique.htm?lang=en,1,Product
https://www.caaquebec.com/fr/a-la-maison/conseils/capsules-conseils/conseil/show/sujet/renovation-contrat-et-garantie/,1,Blog
https://www.caaquebec.com/fr/sur-la-route/services/service-routier-durgence/?utm_id=Caa_quebec,1,Campaign
https://www.caaquebec.com/en/at-home/approved-suppliers/,1,Tool
https://www.caaquebec.com/en/for-your-insurance/tips/tips-and-tricks/sujet/vehicle-rentals-and-insurance-what-you-need-to-know/,1,Blog
http://www.caaquebec.com/Nouvelles/CommuniquesDePresse/CommuniquesPresseDetail.htm?lang=fr&ID=c65e8144-f319-4b6d-a8c8-87e4b49182c1,1,Campaign
https://www.caaquebec.com/fr/auto/conseils/capsules-conseils/conseil/show/sujet/demarrer-son-auto-par-temps-froid/,1,Blog
https://www.caaquebec.com/en/news/news/article/54-of-snowbirds-still-hope-to-go-south-this-year/,1,Campaign
https://www.caaquebec.com/fr/sur-la-route/services/verification-de-sieges-dauto-pour-enfants/resultats/region/monteregie,1,Campaign
http://www.caaquebec.com/Automobile/SecuriteRoutiere/SiegesEnfants/Sieges-Auto-Enfants.htm,1,Campaign
https://www.caaquebec.com/en/on-the-road/services/registration-and-drivers-licence/,1,Campaign
https://www.caaquebec.com/fr/a-la-maison/conseils/capsules-conseils/conseil/show/sujet/chercher-et-louer-un-premier-appart-petit-guide/,1,Blog
https://www.caaquebec.com/fr/a-la-maison/conseils/capsules-conseils/conseil/show/sujet/panne-delectricite-en-hiver-comment-sy-preparer/,1,Blog
https://www.caaquebec.com/fr/actualite/nouvelles/article/winter-tires-5-dos-and-5-donts-from-caa-quebec,1,Campaign
http://www.caaquebec.com/Habitation/TrucsEtConseils/CapsulesConseilsDetail.htm?TipsID=fa4e425f-5a67-4185-a167-fa587eeadd16&HighlightPostingInNavigation=6C6D39A4-8BBF-4030-91A0-5FA9E4FEA2B1&lang=fr,1,Blog
http://www.caaquebec.com/promo/adhesion-1/index.html,1,Product
https://www.caaquebec.com/nc/fr/a-la-maison/conseils/capsules-conseils/conseil/show/sujet/infiltrations-deau/,1,Blog
https://www.caaquebec.com/fr/actualite/communiques-de-presse/article/vacances-estivales-des-quebecois-un-impact-marginal-des-prix-a-la-pompe-sur-les-intentions/,1,Campaign
https://www.caaquebec.com/fr/a-la-maison/guides/guide-pour-une-maison-en-sante/le-formaldehyde/,1,Blog
